,sink_m1,sink_m4,sink_m7,sink_m8,sink_m10,sink_m11,sink_m13,sink_m14,sink_m16,sink_m17,sink_m20,sink_m21,sink_m23,sink_m24,sink_m26,sink_m27,sink_m29,sink_m30,sink_m31,sink_m32
2019-01-03 04:00:00,-0.3686121738824578,-0.4138875903981235,-0.29270442891580123,-0.3110357358746677,-0.39336607667444723,-0.20341666223790963,-0.35848999443555435,-0.33349340886440315,-0.2298679050276435,-0.28324031129751276,-0.4956984695214486,-0.2316812331667327,-0.2823362773098846,-0.4563217009662471,-0.4317137730807446,-0.3076791733226785,-0.6020110250331431,-0.3360512179009801,-0.26451420515926305,-0.34196685795869103
2019-01-03 05:00:00,-0.39655056174318054,-0.4365795666796248,-0.29815527329257335,-0.32273172582100274,-0.3408035623703713,-0.21243430287035697,-0.3680910386956775,-0.3884995792957551,-0.18266382237276446,-0.22066254942540622,-0.5154520529046064,-0.21829863448635736,-0.21359092210376318,-0.5029821297141898,-0.3417129026410524,-0.1863349094598093,-0.5344325832274832,-0.24600589631038303,-0.15317204461018935,-0.34819830854776196
2019-01-03 06:00:00,-0.42393658922706035,-0.4582473918192174,-0.31093962258131386,-0.34933223312782125,-0.39722535828147937,-0.2507754419761138,-0.5046267804257657,-0.41979975028999844,-0.22616117206774522,-0.3337831106955882,-0.5093311431678721,-0.28807218587115674,-0.3275295159776101,-0.4970055618894314,-0.48094814114590395,-0.31590650831405237,-0.5318121374136868,-0.4694941285462566,-0.29382410923022734,-0.30519884834663163
2019-01-03 07:00:00,-0.42405810850996584,-0.4750555193834797,-0.3210823330039153,-0.30374473658094964,-0.3740269766490801,-0.2803564480116482,-0.3683310825696497,-0.42883303666410355,-0.28955057128628986,-0.25976166326299116,-0.552215099993459,-0.3371851217764668,-0.2786853398159292,-0.5009904299852954,-0.6085115866589599,-0.27183305851162315,-0.5095372941380915,-0.45952546687087137,-0.28660383918109666,-0.2833317969666053
2019-01-03 08:00:00,-0.43717114385622047,-0.494725245726604,-0.32224051422321137,-0.31280272373368895,-0.34685107948557276,-0.27881393672106064,-0.47466363200612083,-0.2970401790619647,-0.33064217244188293,-0.30630411675459435,-0.3560642280689942,-0.3704198189630413,-0.250120801088578,-0.33498364484673143,-0.4676252306320361,-0.2829965253686997,-0.4064121476756235,-0.4402524228287422,-0.3301191064371127,-0.27424902211258145
2019-01-03 09:00:00,-0.4181036636475975,-0.47522621124046444,-0.31738108153288824,-0.3782300208529222,-0.41257895077386836,-0.2928313736878506,-0.42691908429065606,-0.40939531214254654,-0.2551310001732251,-0.2741224215329232,-0.4723091186501792,-0.2901169350423404,-0.26619001341174775,-0.3935547318743576,-0.49465286381288126,-0.28833891135629225,-0.4030956724772847,-0.44617837006531214,-0.334307691761241,-0.3134492556729287
2019-01-03 10:00:00,-0.404416173509426,-0.45472310700735596,-0.30371947157591495,-0.30816062781503734,-0.31282592499823036,-0.24748887841825107,-0.3791060322303076,-0.255918662806848,-0.19842265616178834,-0.24068193766714746,-0.3158121351942421,-0.2601320858473937,-0.2078652286438626,-0.27572004813087314,-0.34606381568251193,-0.2411266133714728,-0.2765186254128178,-0.30520429299752366,-0.1911843775365898,-0.18229711740917998
2019-01-03 11:00:00,-0.3954458409894945,-0.4354750899579587,-0.2784859062874217,-0.33572893982833524,-0.32224055209142155,-0.2288331160221636,-0.494225770831903,-0.357659828774262,-0.20857797710673692,-0.27854198053544726,-0.4106388571937743,-0.23814690970609131,-0.2597188601182622,-0.33949838869630766,-0.41641901730192254,-0.24350148940318492,-0.4337212244993809,-0.35583917354589667,-0.27169362238020295,-0.2935181939629192
2019-01-03 12:00:00,-0.3876244180533964,-0.421960311163755,-0.28259128907752223,-0.2889855679223201,-0.2993768220929305,-0.19921646167344967,-0.3140058013503852,-0.3122380261772078,-0.21130323970814935,-0.2263950021063447,-0.4019445797756368,-0.26604313443588795,-0.20624470137793294,-0.28267156367501906,-0.45965414135822447,-0.20109614518217328,-0.26420442626714163,-0.36775457899632075,-0.18437193285555661,-0.17277241670011473
2019-01-03 13:00:00,-0.38347066801953655,-0.42553479946296485,-0.28055584718999343,-0.2703950404243821,-0.29170864448535005,-0.1753201899661131,-0.3310681936413838,-0.2711455566474136,-0.15615251161346066,-0.23066633093169975,-0.37240108854076315,-0.19546952243454502,-0.2515379169661529,-0.3523399010078024,-0.2695258325837565,-0.2971095321796062,-0.4025778359304587,-0.20806945696803592,-0.24794831969252887,-0.25307366079256544
2019-01-03 14:00:00,-0.39587668208343213,-0.43445093881605035,-0.28910667448990274,-0.3669034920044984,-0.3118019240820196,-0.19144343458885438,-0.4593576480505638,-0.3026860085133196,-0.16919194801645154,-0.3065158013165291,-0.41268252964666297,-0.21116481715916866,-0.25302153436899893,-0.324708208904128,-0.3799474684122909,-0.22227253999884083,-0.3211392641977709,-0.3339800850596725,-0.233456985058504,-0.23392060910530224
